Sample in Buffer,Sample in Window,TRIGGER,top_i/PolarityShift_0_doubleOut[1:0],top_i/dds_compiler_1_m_axis_data_tdata[15:0],top_i/mult_gen_1_P[18:0]
20163,20163,0,1,8190,8190
20164,20164,0,1,-6,6
20165,20165,0,1,-8190,-8190
20166,20166,0,1,6,-6
20167,20167,0,1,8190,8190
20168,20168,0,1,-6,-6
20169,20169,0,1,-8190,-8190
20170,20170,0,1,-6,6
20171,20171,0,1,8190,8190
20172,20172,0,1,6,-6
20173,20173,0,1,-8190,-8190
20174,20174,0,1,-6,-6
20175,20175,0,1,8190,8190
20176,20176,0,1,6,6
20177,20177,0,1,-8190,-8190
20178,20178,0,1,6,-6
20179,20179,0,1,8190,8190
20180,20180,0,1,-6,6
20181,20181,0,1,-8190,-8190
20182,20182,0,1,6,6
20183,20183,0,1,8190,8190
20184,20184,0,1,6,-6
20185,20185,0,1,-8190,-8190
20186,20186,0,1,-6,6
20187,20187,0,1,8190,8190
20188,20188,0,1,-6,6
20189,20189,0,1,-8190,-8190
20190,20190,0,1,-6,-6
20191,20191,0,1,8190,8190
20192,20192,0,1,6,-6
20193,20193,0,1,-8190,-8190
20194,20194,0,1,6,-6
20195,20195,0,1,8190,8190
20196,20196,0,1,-6,6
20197,20197,0,1,-8190,-8190
20198,20198,0,1,6,6
20199,20199,0,1,8190,8190
20200,20200,0,1,6,-6
20201,20201,0,1,-8190,-8190
20202,20202,0,1,-6,6
20203,20203,0,1,8190,8190
20204,20204,0,1,6,6
20205,20205,0,1,-8190,-8190
20206,20206,0,1,6,-6
20207,20207,0,1,8190,8190
20208,20208,0,1,-6,6
20209,20209,0,1,-8190,-8190
20210,20210,0,1,-6,6
20211,20211,0,1,8190,8190
20212,20212,0,1,-6,-6
20213,20213,0,1,-8190,-8190
20214,20214,0,1,6,-6
20215,20215,0,1,8190,8190
20216,20216,0,1,6,-6
20217,20217,0,1,-8190,-8190
20218,20218,0,1,-6,6
20219,20219,0,1,8190,8190
20220,20220,0,1,6,6
20221,20221,0,1,-8190,-8190
20222,20222,0,1,-6,-6
20223,20223,0,1,8190,8190
20224,20224,0,1,-6,6
20225,20225,0,1,-8190,-8190
20226,20226,0,1,-6,-6
20227,20227,0,1,8190,8190
20228,20228,0,1,6,-6
20229,20229,0,1,-8190,-8190
20230,20230,0,1,6,-6
20231,20231,0,1,8190,8190
20232,20232,0,1,6,6
20233,20233,0,1,-8190,-8190
20234,20234,0,1,6,6
20235,20235,0,1,8190,8190
20236,20236,0,1,-6,6
20237,20237,0,1,-8190,-8190
20238,20238,0,1,6,6
20239,20239,0,1,8190,8190
20240,20240,0,1,6,-6
20241,20241,0,1,-8190,-8190
20242,20242,0,1,6,6
20243,20243,0,1,8190,8190
20244,20244,0,1,-6,6
20245,20245,0,1,-8190,-8190
20246,20246,0,1,-6,6
20247,20247,0,1,8190,8190
20248,20248,0,1,-6,-6
20249,20249,0,1,-8190,-8190
20250,20250,0,1,6,-6
20251,20251,0,1,8190,8190
20252,20252,0,1,6,-6
20253,20253,0,1,-8190,-8190
20254,20254,0,1,6,6
20255,20255,0,1,8190,8190
20256,20256,0,1,6,6
20257,20257,0,1,-8190,-8190
20258,20258,0,1,-6,6
20259,20259,0,1,8190,8190
20260,20260,0,1,6,6
20261,20261,0,1,-8190,-8190
20262,20262,0,1,6,-6
20263,20263,0,1,8190,8190
20264,20264,0,1,-6,6
20265,20265,0,1,-8190,-8190
20266,20266,0,1,6,6
20267,20267,0,1,8190,8190
20268,20268,0,1,-6,-6
20269,20269,0,1,-8190,-8190
20270,20270,0,1,-6,6
20271,20271,0,1,8190,8190
20272,20272,0,1,6,-6
20273,20273,0,1,-8190,-8190
20274,20274,0,1,-6,-6
20275,20275,0,1,8190,8190
20276,20276,0,1,6,6
20277,20277,0,1,-8190,-8190
20278,20278,0,1,-6,-6
20279,20279,0,1,8190,8190
20280,20280,0,1,-6,6
20281,20281,0,1,-8190,-8190
20282,20282,0,1,6,-6
20283,20283,0,1,8190,8190
20284,20284,0,1,-6,-6
20285,20285,0,1,-8190,-8190
20286,20286,0,1,-6,6
20287,20287,0,1,8190,8190
20288,20288,0,1,6,-6
20289,20289,0,1,-8190,-8190
20290,20290,0,1,6,-6
20291,20291,0,1,8190,8190
20292,20292,0,1,-6,6
20293,20293,0,1,-8190,-8190
20294,20294,0,1,6,6
20295,20295,0,1,8190,8190
20296,20296,0,1,-6,-6
20297,20297,0,1,-8190,-8190
20298,20298,0,1,-6,6
20299,20299,0,1,8190,8190
20300,20300,0,1,6,-6
20301,20301,0,1,-8190,-8190
20302,20302,0,1,-6,-6
20303,20303,0,1,8190,8190
20304,20304,0,1,6,6
20305,20305,0,1,-8190,-8190
20306,20306,0,1,6,-6
20307,20307,0,1,8190,8190
20308,20308,0,1,6,6
20309,20309,0,1,-8190,-8190
20310,20310,0,1,-6,6
20311,20311,0,1,8190,8190
20312,20312,0,1,6,6
20313,20313,0,1,-8190,-8190
20314,20314,0,1,6,-6
20315,20315,0,1,8190,8190
20316,20316,0,1,-6,6
20317,20317,0,1,-8190,-8190
20318,20318,0,1,6,6
20319,20319,0,1,8190,8190
20320,20320,0,1,6,-6
20321,20321,0,1,-8190,-8190
20322,20322,0,1,-6,6
20323,20323,0,1,8190,8190
20324,20324,0,1,6,6
20325,20325,0,1,-8190,-8190
20326,20326,0,1,6,-6
20327,20327,0,1,8190,8190
20328,20328,0,1,6,6
20329,20329,0,1,-8190,-8190
20330,20330,0,1,-6,6
20331,20331,0,1,8190,8190
20332,20332,0,1,-6,6
20333,20333,0,1,-8190,-8190
20334,20334,0,1,6,-6
20335,20335,0,1,8190,8190
20336,20336,0,1,-6,-6
20337,20337,0,1,-8190,-8190
20338,20338,0,1,6,6
20339,20339,0,1,8190,8190
20340,20340,0,1,6,-6
20341,20341,0,1,-8190,-8190
20342,20342,0,1,6,6
20343,20343,0,1,8190,8190
20344,20344,0,1,-6,6
20345,20345,0,1,-8190,-8190
20346,20346,0,1,-6,6
20347,20347,0,1,8190,8190
20348,20348,0,1,6,-6
20349,20349,0,1,-8190,-8190
20350,20350,0,1,-6,-6
20351,20351,0,1,8190,8190
20352,20352,0,1,-6,6
20353,20353,0,1,-8190,-8190
20354,20354,0,1,6,-6
20355,20355,0,1,8190,8190
20356,20356,0,1,-6,-6
20357,20357,0,1,-8190,-8190
20358,20358,0,1,6,6
20359,20359,0,1,8190,8190
20360,20360,0,1,-6,-6
20361,20361,0,1,-8190,-8190
20362,20362,0,1,-6,6
20363,20363,0,1,8190,8190
20364,20364,0,1,6,-6
20365,20365,0,1,-8190,-8190
20366,20366,0,1,6,-6
20367,20367,0,1,8190,8190
20368,20368,0,1,-6,6
20369,20369,0,1,-8190,-8190
20370,20370,0,1,6,6
20371,20371,0,1,8190,8190
20372,20372,0,1,6,-6
20373,20373,0,1,-8190,-8190
20374,20374,0,1,6,6
20375,20375,0,1,8190,8190
20376,20376,0,1,6,6
20377,20377,0,1,-8190,-8190
20378,20378,0,1,6,6
20379,20379,0,1,8190,8190
20380,20380,0,1,-6,6
20381,20381,0,1,-8190,-8190
20382,20382,0,1,6,6
20383,20383,0,1,8190,8190
20384,20384,0,1,6,-6
20385,20385,0,1,-8190,-8190
20386,20386,0,1,-6,6
20387,20387,0,1,8190,8190
20388,20388,0,1,6,6
20389,20389,0,1,-8190,-8190
20390,20390,0,1,6,-6
20391,20391,0,1,8190,8190
20392,20392,0,1,-6,6
20393,20393,0,1,-8190,-8190
20394,20394,0,1,6,6
20395,20395,0,1,8190,8190
20396,20396,0,1,6,-6
20397,20397,0,1,-8190,-8190
20398,20398,0,1,6,6
20399,20399,0,1,8190,8190
20400,20400,0,1,6,6
20401,20401,0,1,-8190,-8190
20402,20402,0,1,-6,6
20403,20403,0,1,8190,8190
20404,20404,0,1,-6,6
20405,20405,0,1,-8190,-8190
20406,20406,0,1,6,-6
20407,20407,0,1,8190,8190
20408,20408,0,1,6,-6
20409,20409,0,1,-8190,-8190
20410,20410,0,1,-6,6
20411,20411,0,1,8190,8190
20412,20412,0,1,-6,6
20413,20413,0,1,-8190,-8190
20414,20414,0,1,6,-6
20415,20415,0,1,8190,8190
20416,20416,0,1,-6,-6
20417,20417,0,1,-8190,-8190
20418,20418,0,1,-6,6
20419,20419,0,1,8190,8190
20420,20420,0,1,-6,-6
20421,20421,0,1,-8190,-8190
20422,20422,0,1,6,-6
20423,20423,0,1,8190,8190
20424,20424,0,1,-6,-6
20425,20425,0,1,-8190,-8190
20426,20426,0,1,-6,6
20427,20427,0,1,8190,8190
20428,20428,0,1,-6,-6
20429,20429,0,1,-8190,-8190
20430,20430,0,1,6,-6
20431,20431,0,1,8190,8190
20432,20432,0,1,6,-6
20433,20433,0,1,-8190,-8190
20434,20434,0,1,-6,6
20435,20435,0,1,8190,8190
20436,20436,0,1,6,6
20437,20437,0,1,-8190,-8190
20438,20438,0,1,6,-6
20439,20439,0,1,8190,8190
20440,20440,0,1,-6,6
20441,20441,0,1,-8190,-8190
20442,20442,0,1,6,6
20443,20443,0,1,8190,8190
20444,20444,0,1,6,-6
20445,20445,0,1,-8190,-8190
20446,20446,0,1,6,6
20447,20447,0,1,8190,8190
20448,20448,0,1,6,6
20449,20449,0,1,-8190,-8190
20450,20450,0,1,6,6
20451,20451,0,1,8190,8190
20452,20452,0,1,6,6
20453,20453,0,1,-8190,-8190
20454,20454,0,1,-6,6
20455,20455,0,1,8190,8190
20456,20456,0,1,-6,6
20457,20457,0,1,-8190,-8190
20458,20458,0,1,-6,-6
20459,20459,0,1,8190,8190
20460,20460,0,1,6,-6
20461,20461,0,1,-8190,-8190
20462,20462,0,1,-6,-6
20463,20463,0,1,8190,8190
20464,20464,0,1,-6,6
20465,20465,0,1,-8190,-8190
20466,20466,0,1,6,-6
20467,20467,0,1,8190,8190
20468,20468,0,1,6,-6
20469,20469,0,1,-8190,-8190
20470,20470,0,1,-6,6
20471,20471,0,1,8190,8190
20472,20472,0,1,-6,6
20473,20473,0,1,-8190,-8190
20474,20474,0,1,6,-6
20475,20475,0,1,8190,8190
20476,20476,0,1,6,-6
20477,20477,0,1,-8190,-8190
20478,20478,0,1,-6,6
20479,20479,0,1,8190,8190
20480,20480,0,1,-6,6
20481,20481,0,1,-8190,-8190
20482,20482,0,1,6,-6
20483,20483,0,1,8190,8190
20484,20484,0,1,6,-6
20485,20485,0,1,-8190,-8190
20486,20486,0,1,-6,6
20487,20487,0,1,8190,8190
20488,20488,0,1,6,6
20489,20489,0,1,-8190,-8190
20490,20490,0,1,-6,-6
20491,20491,0,1,8190,8190
20492,20492,0,1,6,6
20493,20493,0,1,-8190,-8190
20494,20494,0,1,6,-6
20495,20495,0,1,8190,8190
20496,20496,0,1,6,6
20497,20497,0,1,-8190,-8190
20498,20498,0,1,-6,6
20499,20499,0,1,8190,8190
20500,20500,0,1,6,6
20501,20501,0,1,-8190,-8190
20502,20502,0,1,-6,-6
20503,20503,0,1,8190,8190
20504,20504,0,1,-6,6
20505,20505,0,1,-8190,-8190
20506,20506,0,1,6,-6
20507,20507,0,1,8190,8190
20508,20508,0,1,6,-6
20509,20509,0,1,-8190,-8190
20510,20510,0,1,-6,6
20511,20511,0,1,8190,8190
20512,20512,0,1,6,6
20513,20513,0,1,-8190,-8190
20514,20514,0,1,-6,-6
20515,20515,0,1,8190,8190
20516,20516,0,1,6,6
20517,20517,0,1,-8190,-8190
20518,20518,0,1,6,-6
20519,20519,0,1,8190,8190
20520,20520,0,1,6,6
20521,20521,0,1,-8190,-8190
20522,20522,0,1,6,6
20523,20523,0,1,8190,8190
20524,20524,0,1,6,6
20525,20525,0,1,-8190,-8190
20526,20526,0,1,6,6
20527,20527,0,1,8190,8190
20528,20528,0,1,-6,6
20529,20529,0,1,-8190,-8190
20530,20530,0,1,-6,6
20531,20531,0,1,8190,8190
20532,20532,0,1,-6,-6
20533,20533,0,1,-8190,-8190
20534,20534,0,1,6,-6
20535,20535,0,1,8190,8190
20536,20536,0,1,6,-6
20537,20537,0,1,-8190,-8190
20538,20538,0,1,6,6
20539,20539,0,1,8190,8190
20540,20540,0,1,6,6
20541,20541,0,1,-8190,-8190
20542,20542,0,1,-6,6
20543,20543,0,1,8190,8190
20544,20544,0,1,-6,6
20545,20545,0,1,-8190,-8190
20546,20546,0,1,-6,-6
20547,20547,0,1,8190,8190
20548,20548,0,1,-6,-6
20549,20549,0,1,-8190,-8190
20550,20550,0,1,-6,-6
20551,20551,0,1,8190,8190
20552,20552,0,1,-6,-6
20553,20553,0,1,-8190,-8190
20554,20554,0,1,-6,-6
20555,20555,0,1,8190,8190
20556,20556,0,1,-6,-6
20557,20557,0,1,-8190,-8190
20558,20558,0,1,-6,-6
20559,20559,0,1,8190,8190
20560,20560,0,1,-6,-6
20561,20561,0,1,-8190,-8190
20562,20562,0,1,6,-6
20563,20563,0,1,8190,8190
20564,20564,0,1,-6,-6
20565,20565,0,1,-8190,-8190
20566,20566,0,1,6,6
20567,20567,0,1,8190,8190
20568,20568,0,1,6,-6
20569,20569,0,1,-8190,-8190
20570,20570,0,1,6,6
20571,20571,0,1,8190,8190
20572,20572,0,1,-6,6
20573,20573,0,1,-8190,-8190
20574,20574,0,1,6,6
20575,20575,0,1,8190,8190
20576,20576,0,1,-6,-6
20577,20577,0,1,-8190,-8190
20578,20578,0,1,6,6
20579,20579,0,1,8190,8190
20580,20580,0,1,6,-6
20581,20581,0,1,-8190,-8190
20582,20582,0,1,6,6
20583,20583,0,1,8190,8190
20584,20584,0,1,6,6
20585,20585,0,1,-8190,-8190
20586,20586,0,1,6,6
20587,20587,0,1,8190,8190
20588,20588,0,1,6,6
20589,20589,0,1,-8190,-8190
20590,20590,0,1,-6,6
20591,20591,0,1,8190,8190
20592,20592,0,1,6,6
20593,20593,0,1,-8190,-8190
20594,20594,0,1,-6,-6
20595,20595,0,1,8190,8190
20596,20596,0,1,-6,6
20597,20597,0,1,-8190,-8190
20598,20598,0,1,-6,-6
20599,20599,0,1,8190,8190
20600,20600,0,1,-6,-6
20601,20601,0,1,-8190,-8190
20602,20602,0,1,6,-6
20603,20603,0,1,8190,8190
20604,20604,0,1,6,-6
20605,20605,0,1,-8190,-8190
20606,20606,0,1,6,6
20607,20607,0,1,8190,8190
20608,20608,0,1,-6,6
20609,20609,0,1,-8190,-8190
20610,20610,0,1,6,6
20611,20611,0,1,8190,8190
20612,20612,0,1,-6,-6
20613,20613,0,1,-8190,-8190
20614,20614,0,1,6,6
20615,20615,0,1,8190,8190
20616,20616,0,1,-6,-6
20617,20617,0,1,-8190,-8190
20618,20618,0,1,6,6
20619,20619,0,1,8190,8190
20620,20620,0,1,6,-6
20621,20621,0,1,-8190,-8190
20622,20622,0,1,-6,6
20623,20623,0,1,8190,8190
20624,20624,0,1,6,6
20625,20625,0,1,-8190,-8190
20626,20626,0,1,-6,-6
20627,20627,0,1,8190,8190
20628,20628,0,1,-6,6
20629,20629,0,1,-8190,-8190
20630,20630,0,1,-6,-6
20631,20631,0,1,8190,8190
20632,20632,0,1,6,-6
20633,20633,0,1,-8190,-8190
20634,20634,0,1,6,-6
20635,20635,0,1,8190,8190
20636,20636,0,1,-6,6
20637,20637,0,1,-8190,-8190
20638,20638,0,1,6,6
20639,20639,0,1,8190,8190
20640,20640,0,1,6,-6
20641,20641,0,1,-8190,-8190
20642,20642,0,1,-6,6
20643,20643,0,1,8190,8190
20644,20644,0,1,-6,6
20645,20645,0,1,-8190,-8190
20646,20646,0,1,6,-6
20647,20647,0,1,8190,8190
20648,20648,0,1,-6,-6
20649,20649,0,1,-8190,-8190
20650,20650,0,1,6,6
20651,20651,0,1,8190,8190
20652,20652,0,1,6,-6
20653,20653,0,1,-8190,-8190
20654,20654,0,1,6,6
20655,20655,0,1,8190,8190
20656,20656,0,1,-6,6
20657,20657,0,1,-8190,-8190
20658,20658,0,1,6,6
20659,20659,0,1,8190,8190
20660,20660,0,1,-6,-6
20661,20661,0,1,-8190,-8190
20662,20662,0,1,-6,6
20663,20663,0,1,8190,8190
20664,20664,0,1,-6,-6
20665,20665,0,1,-8190,-8190
20666,20666,0,1,-6,-6
20667,20667,0,1,8190,8190
20668,20668,0,1,-6,-6
20669,20669,0,1,-8190,-8190
20670,20670,0,1,-6,-6
20671,20671,0,1,8190,8190
20672,20672,0,1,6,-6
20673,20673,0,1,-8190,-8190
20674,20674,0,1,6,-6
20675,20675,0,1,8190,8190
20676,20676,0,1,-6,6
20677,20677,0,1,-8190,-8190
20678,20678,0,1,6,6
20679,20679,0,1,8190,8190
20680,20680,0,1,6,-6
20681,20681,0,1,-8190,-8190
20682,20682,0,1,6,6
20683,20683,0,1,8190,8190
20684,20684,0,1,-6,6
20685,20685,0,1,-8190,-8190
20686,20686,0,1,6,6
20687,20687,0,1,8190,8190
20688,20688,0,1,6,-6
20689,20689,0,1,-8190,-8190
20690,20690,0,1,-6,6
20691,20691,0,1,8190,8190
20692,20692,0,1,6,6
20693,20693,0,1,-8190,-8190
20694,20694,0,1,6,-6
20695,20695,0,1,8190,8190
20696,20696,0,1,6,6
20697,20697,0,1,-8190,-8190
20698,20698,0,1,-6,6
20699,20699,0,1,8190,8190
20700,20700,0,1,6,6
20701,20701,0,1,-8190,-8190
20702,20702,0,1,-6,-6
20703,20703,0,1,8190,8190
20704,20704,0,1,-6,6
20705,20705,0,1,-8190,-8190
20706,20706,0,1,6,-6
20707,20707,0,1,8190,8190
20708,20708,0,1,6,-6
20709,20709,0,1,-8190,-8190
20710,20710,0,1,6,6
20711,20711,0,1,8190,8190
20712,20712,0,1,6,6
20713,20713,0,1,-8190,-8190
20714,20714,0,1,6,6
20715,20715,0,1,8190,8190
20716,20716,0,1,-6,6
20717,20717,0,1,-8190,-8190
20718,20718,0,1,6,6
20719,20719,0,1,8190,8190
20720,20720,0,1,-6,-6
20721,20721,0,1,-8190,-8190
20722,20722,0,1,-6,6
20723,20723,0,1,8190,8190
20724,20724,0,1,6,-6
20725,20725,0,1,-8190,-8190
20726,20726,0,1,-6,-6
20727,20727,0,1,8190,8190
20728,20728,0,1,-6,6
20729,20729,0,1,-8190,-8190
20730,20730,0,1,6,-6
20731,20731,0,1,8190,8190
20732,20732,0,1,-6,-6
20733,20733,0,1,-8190,-8190
20734,20734,0,1,6,6
20735,20735,0,1,8190,8190
20736,20736,0,1,-6,-6
20737,20737,0,1,-8190,-8190
20738,20738,0,1,6,6
20739,20739,0,1,8190,8190
20740,20740,0,1,-6,-6
20741,20741,0,1,-8190,-8190
20742,20742,0,1,6,6
20743,20743,0,1,8190,8190
20744,20744,0,1,6,-6
20745,20745,0,1,-8190,-8190
20746,20746,0,1,6,6
20747,20747,0,1,8190,8190
20748,20748,0,1,-6,6
20749,20749,0,1,-8190,-8190
20750,20750,0,1,6,6
20751,20751,0,1,8190,8190
20752,20752,0,1,-6,-6
20753,20753,0,1,-8190,-8190
20754,20754,0,1,-6,6
20755,20755,0,1,8190,8190
20756,20756,0,1,6,-6
20757,20757,0,1,-8190,-8190
20758,20758,0,1,6,-6
20759,20759,0,1,8190,8190
20760,20760,0,1,6,6
20761,20761,0,1,-8190,-8190
20762,20762,0,1,6,6
20763,20763,0,1,8190,8190
20764,20764,0,1,6,6
20765,20765,0,1,-8190,-8190
20766,20766,0,1,6,6
20767,20767,0,1,8190,8190
20768,20768,0,1,6,6
20769,20769,0,1,-8190,-8190
20770,20770,0,1,-6,6
20771,20771,0,1,8190,8190
20772,20772,0,1,-6,6
20773,20773,0,1,-8190,-8190
20774,20774,0,1,-6,-6
20775,20775,0,1,8190,8190
20776,20776,0,1,6,-6
20777,20777,0,1,-8190,-8190
20778,20778,0,1,6,-6
20779,20779,0,1,8190,8190
20780,20780,0,1,-6,6
20781,20781,0,1,-8190,-8190
20782,20782,0,1,-6,6
20783,20783,0,1,8190,8190
20784,20784,0,1,-6,-6
20785,20785,0,1,-8190,-8190
20786,20786,0,1,6,-6
20787,20787,0,1,8190,8190
20788,20788,0,1,6,-6
20789,20789,0,1,-8190,-8190
20790,20790,0,1,-6,6
20791,20791,0,1,8190,8190
20792,20792,0,1,-6,6
20793,20793,0,1,-8190,-8190
20794,20794,0,1,6,-6
20795,20795,0,1,8190,8190
20796,20796,0,1,-6,-6
20797,20797,0,1,-8190,-8190
20798,20798,0,1,-6,6
20799,20799,0,1,8190,8190
20800,20800,0,1,6,-6
20801,20801,0,1,-8190,-8190
20802,20802,0,1,6,-6
20803,20803,0,1,8190,8190
20804,20804,0,1,-6,6
20805,20805,0,1,-8190,-8190
20806,20806,0,1,-6,6
20807,20807,0,1,8190,8190
20808,20808,0,1,-6,-6
20809,20809,0,1,-8190,-8190
20810,20810,0,1,-6,-6
20811,20811,0,1,8190,8190
20812,20812,0,1,6,-6
20813,20813,0,1,-8190,-8190
20814,20814,0,1,-6,-6
20815,20815,0,1,8190,8190
20816,20816,0,1,6,6
20817,20817,0,1,-8190,-8190
20818,20818,0,1,6,-6
20819,20819,0,1,8190,8190
20820,20820,0,1,-6,6
20821,20821,0,1,-8190,-8190
20822,20822,0,1,-6,6
20823,20823,0,1,8190,8190
20824,20824,0,1,6,-6
20825,20825,0,1,-8190,-8190
20826,20826,0,1,6,-6
20827,20827,0,1,8190,8190
20828,20828,0,1,6,6
20829,20829,0,1,-8190,-8190
20830,20830,0,1,6,6
20831,20831,0,1,8190,8190
20832,20832,0,1,-6,6
20833,20833,0,1,-8190,-8190
20834,20834,0,1,-6,6
20835,20835,0,1,8190,8190
20836,20836,0,1,-6,-6
20837,20837,0,1,-8190,-8190
20838,20838,0,1,6,-6
20839,20839,0,1,8190,8190
20840,20840,0,1,6,-6
20841,20841,0,1,-8190,-8190
20842,20842,0,1,-6,6
20843,20843,0,1,8190,8190
20844,20844,0,1,6,6
20845,20845,0,1,-8190,-8190
20846,20846,0,1,-6,-6
20847,20847,0,1,8190,8190
20848,20848,0,1,6,6
20849,20849,0,1,-8190,-8190
20850,20850,0,1,-6,-6
20851,20851,0,1,8190,8190
20852,20852,0,1,-6,6
20853,20853,0,1,-8190,-8190
20854,20854,0,1,6,-6
20855,20855,0,1,8190,8190
20856,20856,0,1,6,-6
20857,20857,0,1,-8190,-8190
20858,20858,0,1,-6,6
20859,20859,0,1,8190,8190
20860,20860,0,1,-6,6
20861,20861,0,1,-8190,-8190
20862,20862,0,1,-6,-6
20863,20863,0,1,8190,8190
20864,20864,0,1,-6,-6
20865,20865,0,1,-8190,-8190
20866,20866,0,1,6,-6
20867,20867,0,1,8190,8190
20868,20868,0,1,6,-6
20869,20869,0,1,-8190,-8190
20870,20870,0,1,6,6
20871,20871,0,1,8190,8190
20872,20872,0,1,-6,6
20873,20873,0,1,-8190,-8190
20874,20874,0,1,-6,6
20875,20875,0,1,8190,8190
20876,20876,0,1,6,-6
20877,20877,0,1,-8190,-8190
20878,20878,0,1,6,-6
20879,20879,0,1,8190,8190
20880,20880,0,1,6,6
20881,20881,0,1,-8190,-8190
20882,20882,0,1,-6,6
20883,20883,0,1,8190,8190
20884,20884,0,1,6,6
20885,20885,0,1,-8190,-8190
20886,20886,0,1,6,-6
20887,20887,0,1,8190,8190
20888,20888,0,1,-6,6
20889,20889,0,1,-8190,-8190
20890,20890,0,1,-6,6
20891,20891,0,1,8190,8190
20892,20892,0,1,6,-6
20893,20893,0,1,-8190,-8190
20894,20894,0,1,-6,-6
20895,20895,0,1,8190,8190
20896,20896,0,1,6,6
20897,20897,0,1,-8190,-8190
20898,20898,0,1,6,-6
20899,20899,0,1,8190,8190
20900,20900,0,1,6,6
20901,20901,0,1,-8190,-8190
20902,20902,0,1,-6,6
20903,20903,0,1,8190,8190
20904,20904,0,1,6,6
20905,20905,0,1,-8190,-8190
20906,20906,0,1,6,-6
20907,20907,0,1,8190,8190
20908,20908,0,1,6,6
20909,20909,0,1,-8190,-8190
20910,20910,0,1,6,6
20911,20911,0,1,8190,8190
20912,20912,0,1,-6,6
20913,20913,0,1,-8190,-8190
20914,20914,0,1,6,6
20915,20915,0,1,8190,8190
20916,20916,0,1,6,-6
20917,20917,0,1,-8190,-8190
20918,20918,0,1,-6,6
20919,20919,0,1,8190,8190
20920,20920,0,1,-6,6
20921,20921,0,1,-8190,-8190
20922,20922,0,1,-6,-6
20923,20923,0,1,8190,8190
20924,20924,0,1,6,-6
20925,20925,0,1,-8190,-8190
20926,20926,0,1,6,-6
20927,20927,0,1,8190,8190
20928,20928,0,1,6,6
20929,20929,0,1,-8190,-8190
20930,20930,0,1,6,6
20931,20931,0,1,8190,8190
20932,20932,0,1,6,6
20933,20933,0,1,-8190,-8190
20934,20934,0,1,-6,6
20935,20935,0,1,8190,8190
20936,20936,0,1,-6,6
20937,20937,0,1,-8190,-8190
20938,20938,0,1,6,-6
20939,20939,0,1,8190,8190
20940,20940,0,1,-6,-6
20941,20941,0,1,-8190,-8190
20942,20942,0,1,6,6
20943,20943,0,1,8190,8190
20944,20944,0,1,6,-6
20945,20945,0,1,-8190,-8190
20946,20946,0,1,6,6
20947,20947,0,1,8190,8190
20948,20948,0,1,6,6
20949,20949,0,1,-8190,-8190
20950,20950,0,1,6,6
20951,20951,0,1,8190,8190
20952,20952,0,1,-6,6
20953,20953,0,1,-8190,-8190
20954,20954,0,1,6,6
20955,20955,0,1,8190,8190
20956,20956,0,1,-6,-6
20957,20957,0,1,-8190,-8190
20958,20958,0,1,-6,6
20959,20959,0,1,8190,8190
20960,20960,0,1,-6,-6
20961,20961,0,1,-8190,-8190
20962,20962,0,1,-6,-6
20963,20963,0,1,8190,8190
20964,20964,0,1,6,-6
20965,20965,0,1,-8190,-8190
20966,20966,0,1,6,-6
20967,20967,0,1,8190,8190
20968,20968,0,1,-6,6
20969,20969,0,1,-8190,-8190
20970,20970,0,1,6,6
20971,20971,0,1,8190,8190
20972,20972,0,1,6,-6
20973,20973,0,1,-8190,-8190
20974,20974,0,1,-6,6
20975,20975,0,1,8190,8190
20976,20976,0,1,6,6
20977,20977,0,1,-8190,-8190
20978,20978,0,1,6,-6
20979,20979,0,1,8190,8190
20980,20980,0,1,-6,6
20981,20981,0,1,-8190,-8190
20982,20982,0,1,-6,6
20983,20983,0,1,8190,8190
20984,20984,0,1,-6,-6
20985,20985,0,1,-8190,-8190
20986,20986,0,1,6,-6
20987,20987,0,1,8190,8190
20988,20988,0,1,6,-6
20989,20989,0,1,-8190,-8190
20990,20990,0,1,-6,6
20991,20991,0,1,8190,8190
20992,20992,0,1,-6,6
20993,20993,0,1,-8190,-8190
20994,20994,0,1,-6,-6
20995,20995,0,1,8190,8190
20996,20996,0,1,-6,-6
20997,20997,0,1,-8190,-8190
20998,20998,0,1,-6,-6
20999,20999,0,1,8190,8190
21000,21000,0,1,6,-6
21001,21001,0,1,-8190,-8190
21002,21002,0,1,6,-6
21003,21003,0,1,8190,8190
21004,21004,0,1,6,6
21005,21005,0,1,-8190,-8190
21006,21006,0,1,6,6
21007,21007,0,1,8190,8190
21008,21008,0,1,6,6
21009,21009,0,1,-8190,-8190
21010,21010,0,1,6,6
21011,21011,0,1,8190,8190
21012,21012,0,1,6,6
21013,21013,0,1,-8190,-8190
21014,21014,0,1,-6,6
21015,21015,0,1,8190,8190
21016,21016,0,1,-6,6
21017,21017,0,1,-8190,-8190
21018,21018,0,1,6,-6
21019,21019,0,1,8190,8190
21020,21020,0,1,-6,-6
21021,21021,0,1,-8190,-8190
21022,21022,0,1,6,6
21023,21023,0,1,8190,8190
21024,21024,0,1,-6,-6
21025,21025,0,1,-8190,-8190
21026,21026,0,1,6,6
21027,21027,0,1,8190,8190
21028,21028,0,1,-6,-6
21029,21029,0,1,-8190,-8190
21030,21030,0,1,-6,6
21031,21031,0,1,8190,8190
21032,21032,0,1,6,-6
21033,21033,0,1,-8190,-8190
